Call,Response,Count,KB,Details
can you make a restaurant reservation at resto_bombay_cheap_french_5stars,great let me do the reservation,956,<KB> resto_bombay_cheap_french_5stars, <R_cuisine> french <R_address> resto_bombay_cheap_french_5stars_address <R_location> bombay <R_number> six <R_price> cheap <R_rating> 5 
hi,hello what can i help you with today,957,,
may i have a table at resto_madrid_expensive_british_3stars,great let me do the reservation,957,<KB> resto_madrid_expensive_british_3stars, <R_cuisine> british <R_address> resto_madrid_expensive_british_3stars_address <R_location> madrid <R_number> four <R_price> expensive <R_rating> 3 
good morning,hello what can i help you with today,958,,
i'd like to book a table at resto_madrid_expensive_spanish_6stars,great let me do the reservation,958,<KB> resto_madrid_expensive_spanish_6stars, <R_cuisine> spanish <R_address> resto_madrid_expensive_spanish_6stars_address <R_location> madrid <R_number> four <R_price> expensive <R_rating> 6 
hi,hello what can i help you with today,959,,
i'd like to book a table at resto_rome_moderate_italian_5stars,great let me do the reservation,959,<KB> resto_rome_moderate_italian_5stars, <R_cuisine> italian <R_address> resto_rome_moderate_italian_5stars_address <R_location> rome <R_number> six <R_price> moderate <R_rating> 5 
good morning,hello what can i help you with today,960,,
can you book a table at resto_rome_expensive_italian_3stars,great let me do the reservation,960,<KB> resto_rome_expensive_italian_3stars, <R_cuisine> italian <R_address> resto_rome_expensive_italian_3stars_address <R_location> rome <R_number> six <R_price> expensive <R_rating> 3 
good morning,hello what can i help you with today,961,,
i'd like to book a table at resto_paris_expensive_french_6stars,great let me do the reservation,961,<KB> resto_paris_expensive_french_6stars, <R_cuisine> french <R_address> resto_paris_expensive_french_6stars_address <R_location> paris <R_number> eight <R_price> expensive <R_rating> 6 
good morning,hello what can i help you with today,962,,
can you book a table at resto_paris_moderate_british_1stars,great let me do the reservation,962,<KB> resto_paris_moderate_british_1stars, <R_cuisine> british <R_address> resto_paris_moderate_british_1stars_address <R_location> paris <R_number> four <R_price> moderate <R_rating> 1 
hello,hello what can i help you with today,963,,
i'd like to book a table at resto_london_moderate_indian_4stars,great let me do the reservation,963,<KB> resto_london_moderate_indian_4stars, <R_cuisine> indian <R_address> resto_london_moderate_indian_4stars_address <R_location> london <R_number> six <R_price> moderate <R_rating> 4 
hi,hello what can i help you with today,964,,
can you book a table at resto_paris_expensive_spanish_2stars,great let me do the reservation,964,<KB> resto_paris_expensive_spanish_2stars, <R_cuisine> spanish <R_address> resto_paris_expensive_spanish_2stars_address <R_location> paris <R_number> eight <R_price> expensive <R_rating> 2 
hi,hello what can i help you with today,965,,
may i have a table at resto_madrid_expensive_british_7stars,great let me do the reservation,965,<KB> resto_madrid_expensive_british_7stars, <R_cuisine> british <R_address> resto_madrid_expensive_british_7stars_address <R_location> madrid <R_number> eight <R_price> expensive <R_rating> 7 
hello,hello what can i help you with today,966,,
may i have a table at resto_rome_expensive_british_6stars,great let me do the reservation,966,<KB> resto_rome_expensive_british_6stars, <R_cuisine> british <R_address> resto_rome_expensive_british_6stars_address <R_location> rome <R_number> four <R_price> expensive <R_rating> 6 
hi,hello what can i help you with today,967,,
i'd like to book a table at resto_paris_expensive_italian_8stars,great let me do the reservation,967,<KB> resto_paris_expensive_italian_8stars, <R_cuisine> italian <R_address> resto_paris_expensive_italian_8stars_address <R_location> paris <R_number> four <R_price> expensive <R_rating> 8 
good morning,hello what can i help you with today,968,,
can you make a restaurant reservation at resto_paris_cheap_spanish_7stars,great let me do the reservation,968,<KB> resto_paris_cheap_spanish_7stars, <R_cuisine> spanish <R_address> resto_paris_cheap_spanish_7stars_address <R_location> paris <R_number> two <R_price> cheap <R_rating> 7 
hi,hello what can i help you with today,969,,
i'd like to book a table at resto_rome_expensive_british_6stars,great let me do the reservation,969,<KB> resto_rome_expensive_british_6stars, <R_cuisine> british <R_address> resto_rome_expensive_british_6stars_address <R_location> rome <R_number> four <R_price> expensive <R_rating> 6 
hi,hello what can i help you with today,970,,
may i have a table at resto_rome_cheap_spanish_7stars,great let me do the reservation,970,<KB> resto_rome_cheap_spanish_7stars, <R_cuisine> spanish <R_address> resto_rome_cheap_spanish_7stars_address <R_location> rome <R_number> four <R_price> cheap <R_rating> 7 
good morning,hello what can i help you with today,971,,
i'd like to book a table at resto_london_cheap_french_1stars,great let me do the reservation,971,<KB> resto_london_cheap_french_1stars, <R_cuisine> french <R_address> resto_london_cheap_french_1stars_address <R_location> london <R_number> eight <R_price> cheap <R_rating> 1 
hi,hello what can i help you with today,972,,
may i have a table at resto_madrid_cheap_spanish_4stars,great let me do the reservation,972,<KB> resto_madrid_cheap_spanish_4stars, <R_cuisine> spanish <R_address> resto_madrid_cheap_spanish_4stars_address <R_location> madrid <R_number> four <R_price> cheap <R_rating> 4 
good morning,hello what can i help you with today,973,,
i'd like to book a table at resto_bombay_moderate_french_2stars,great let me do the reservation,973,<KB> resto_bombay_moderate_french_2stars, <R_cuisine> french <R_address> resto_bombay_moderate_french_2stars_address <R_location> bombay <R_number> four <R_price> moderate <R_rating> 2 
hi,hello what can i help you with today,974,,
may i have a table at resto_rome_cheap_british_7stars,great let me do the reservation,974,<KB> resto_rome_cheap_british_7stars, <R_cuisine> british <R_address> resto_rome_cheap_british_7stars_address <R_location> rome <R_number> six <R_price> cheap <R_rating> 7 
hi,hello what can i help you with today,975,,
may i have a table at resto_paris_cheap_indian_1stars,great let me do the reservation,975,<KB> resto_paris_cheap_indian_1stars, <R_cuisine> indian <R_address> resto_paris_cheap_indian_1stars_address <R_location> paris <R_number> eight <R_price> cheap <R_rating> 1 
good morning,hello what can i help you with today,976,,
i'd like to book a table at resto_london_cheap_indian_3stars,great let me do the reservation,976,<KB> resto_london_cheap_indian_3stars, <R_cuisine> indian <R_address> resto_london_cheap_indian_3stars_address <R_location> london <R_number> four <R_price> cheap <R_rating> 3 
hello,hello what can i help you with today,977,,
i'd like to book a table at resto_london_cheap_british_7stars,great let me do the reservation,977,<KB> resto_london_cheap_british_7stars, <R_cuisine> british <R_address> resto_london_cheap_british_7stars_address <R_location> london <R_number> four <R_price> cheap <R_rating> 7 
hello,hello what can i help you with today,978,,
can you make a restaurant reservation at resto_madrid_moderate_indian_4stars,great let me do the reservation,978,<KB> resto_madrid_moderate_indian_4stars, <R_cuisine> indian <R_address> resto_madrid_moderate_indian_4stars_address <R_location> madrid <R_number> four <R_price> moderate <R_rating> 4 
hello,hello what can i help you with today,979,,
can you book a table at resto_rome_expensive_italian_5stars,great let me do the reservation,979,<KB> resto_rome_expensive_italian_5stars, <R_cuisine> italian <R_address> resto_rome_expensive_italian_5stars_address <R_location> rome <R_number> two <R_price> expensive <R_rating> 5 
hello,hello what can i help you with today,980,,
i'd like to book a table at resto_london_moderate_indian_7stars,great let me do the reservation,980,<KB> resto_london_moderate_indian_7stars, <R_cuisine> indian <R_address> resto_london_moderate_indian_7stars_address <R_location> london <R_number> eight <R_price> moderate <R_rating> 7 
hi,hello what can i help you with today,981,,
i'd like to book a table at resto_rome_cheap_french_1stars,great let me do the reservation,981,<KB> resto_rome_cheap_french_1stars, <R_cuisine> french <R_address> resto_rome_cheap_french_1stars_address <R_location> rome <R_number> four <R_price> cheap <R_rating> 1 
good morning,hello what can i help you with today,982,,
i'd like to book a table at resto_paris_expensive_italian_2stars,great let me do the reservation,982,<KB> resto_paris_expensive_italian_2stars, <R_cuisine> italian <R_address> resto_paris_expensive_italian_2stars_address <R_location> paris <R_number> four <R_price> expensive <R_rating> 2 
hello,hello what can i help you with today,983,,
can you make a restaurant reservation at resto_london_cheap_indian_7stars,great let me do the reservation,983,<KB> resto_london_cheap_indian_7stars, <R_cuisine> indian <R_address> resto_london_cheap_indian_7stars_address <R_location> london <R_number> two <R_price> cheap <R_rating> 7 
good morning,hello what can i help you with today,984,,
may i have a table at resto_bombay_cheap_italian_5stars,great let me do the reservation,984,<KB> resto_bombay_cheap_italian_5stars, <R_cuisine> italian <R_address> resto_bombay_cheap_italian_5stars_address <R_location> bombay <R_number> four <R_price> cheap <R_rating> 5 
hello,hello what can i help you with today,985,,
can you make a restaurant reservation at resto_bombay_moderate_spanish_2stars,great let me do the reservation,985,<KB> resto_bombay_moderate_spanish_2stars, <R_cuisine> spanish <R_address> resto_bombay_moderate_spanish_2stars_address <R_location> bombay <R_number> six <R_price> moderate <R_rating> 2 
hi,hello what can i help you with today,986,,
i'd like to book a table at resto_rome_moderate_indian_3stars,great let me do the reservation,986,<KB> resto_rome_moderate_indian_3stars, <R_cuisine> indian <R_address> resto_rome_moderate_indian_3stars_address <R_location> rome <R_number> six <R_price> moderate <R_rating> 3 
hello,hello what can i help you with today,987,,
may i have a table at resto_london_cheap_italian_6stars,great let me do the reservation,987,<KB> resto_london_cheap_italian_6stars, <R_cuisine> italian <R_address> resto_london_cheap_italian_6stars_address <R_location> london <R_number> two <R_price> cheap <R_rating> 6 
hello,hello what can i help you with today,988,,
can you book a table at resto_rome_moderate_spanish_6stars,great let me do the reservation,988,<KB> resto_rome_moderate_spanish_6stars, <R_cuisine> spanish <R_address> resto_rome_moderate_spanish_6stars_address <R_location> rome <R_number> four <R_price> moderate <R_rating> 6 
good morning,hello what can i help you with today,989,,
can you make a restaurant reservation at resto_madrid_expensive_spanish_8stars,great let me do the reservation,989,<KB> resto_madrid_expensive_spanish_8stars, <R_cuisine> spanish <R_address> resto_madrid_expensive_spanish_8stars_address <R_location> madrid <R_number> six <R_price> expensive <R_rating> 8 
