Call,Response,Count,KB,Details
i'd like to book a table at resto_hanoi_moderate_vietnamese_1stars,great let me do the reservation,822,<KB> resto_hanoi_moderate_vietnamese_1stars, <R_cuisine> vietnamese <R_address> resto_hanoi_moderate_vietnamese_1stars_address <R_location> hanoi <R_number> two <R_price> moderate <R_rating> 1 
hi,hello what can i help you with today,823,,
i'd like to book a table at resto_tokyo_cheap_cantonese_5stars,great let me do the reservation,823,<KB> resto_tokyo_cheap_cantonese_5stars, <R_cuisine> cantonese <R_address> resto_tokyo_cheap_cantonese_5stars_address <R_location> tokyo <R_number> four <R_price> cheap <R_rating> 5 
hello,hello what can i help you with today,824,,
can you book a table at resto_hanoi_expensive_thai_2stars,great let me do the reservation,824,<KB> resto_hanoi_expensive_thai_2stars, <R_cuisine> thai <R_address> resto_hanoi_expensive_thai_2stars_address <R_location> hanoi <R_number> eight <R_price> expensive <R_rating> 2 
hi,hello what can i help you with today,825,,
can you make a restaurant reservation at resto_seoul_expensive_cantonese_5stars,great let me do the reservation,825,<KB> resto_seoul_expensive_cantonese_5stars, <R_cuisine> cantonese <R_address> resto_seoul_expensive_cantonese_5stars_address <R_location> seoul <R_number> two <R_price> expensive <R_rating> 5 
hi,hello what can i help you with today,826,,
can you make a restaurant reservation at resto_tokyo_cheap_cantonese_1stars,great let me do the reservation,826,<KB> resto_tokyo_cheap_cantonese_1stars, <R_cuisine> cantonese <R_address> resto_tokyo_cheap_cantonese_1stars_address <R_location> tokyo <R_number> eight <R_price> cheap <R_rating> 1 
hello,hello what can i help you with today,827,,
may i have a table at resto_seoul_cheap_cantonese_8stars,great let me do the reservation,827,<KB> resto_seoul_cheap_cantonese_8stars, <R_cuisine> cantonese <R_address> resto_seoul_cheap_cantonese_8stars_address <R_location> seoul <R_number> two <R_price> cheap <R_rating> 8 
hello,hello what can i help you with today,828,,
may i have a table at resto_seoul_expensive_japanese_8stars,great let me do the reservation,828,<KB> resto_seoul_expensive_japanese_8stars, <R_cuisine> japanese <R_address> resto_seoul_expensive_japanese_8stars_address <R_location> seoul <R_number> two <R_price> expensive <R_rating> 8 
hello,hello what can i help you with today,829,,
may i have a table at resto_tokyo_moderate_korean_1stars,great let me do the reservation,829,<KB> resto_tokyo_moderate_korean_1stars, <R_cuisine> korean <R_address> resto_tokyo_moderate_korean_1stars_address <R_location> tokyo <R_number> six <R_price> moderate <R_rating> 1 
hi,hello what can i help you with today,830,,
can you make a restaurant reservation at resto_tokyo_moderate_japanese_1stars,great let me do the reservation,830,<KB> resto_tokyo_moderate_japanese_1stars, <R_cuisine> japanese <R_address> resto_tokyo_moderate_japanese_1stars_address <R_location> tokyo <R_number> four <R_price> moderate <R_rating> 1 
good morning,hello what can i help you with today,831,,
can you make a restaurant reservation at resto_tokyo_moderate_japanese_4stars,great let me do the reservation,831,<KB> resto_tokyo_moderate_japanese_4stars, <R_cuisine> japanese <R_address> resto_tokyo_moderate_japanese_4stars_address <R_location> tokyo <R_number> four <R_price> moderate <R_rating> 4 
hello,hello what can i help you with today,832,,
can you make a restaurant reservation at resto_bangkok_cheap_vietnamese_4stars,great let me do the reservation,832,<KB> resto_bangkok_cheap_vietnamese_4stars, <R_cuisine> vietnamese <R_address> resto_bangkok_cheap_vietnamese_4stars_address <R_location> bangkok <R_number> four <R_price> cheap <R_rating> 4 
good morning,hello what can i help you with today,833,,
may i have a table at resto_seoul_expensive_thai_5stars,great let me do the reservation,833,<KB> resto_seoul_expensive_thai_5stars, <R_cuisine> thai <R_address> resto_seoul_expensive_thai_5stars_address <R_location> seoul <R_number> six <R_price> expensive <R_rating> 5 
good morning,hello what can i help you with today,834,,
may i have a table at resto_tokyo_cheap_vietnamese_1stars,great let me do the reservation,834,<KB> resto_tokyo_cheap_vietnamese_1stars, <R_cuisine> vietnamese <R_address> resto_tokyo_cheap_vietnamese_1stars_address <R_location> tokyo <R_number> four <R_price> cheap <R_rating> 1 
good morning,hello what can i help you with today,835,,
i'd like to book a table at resto_tokyo_cheap_korean_3stars,great let me do the reservation,835,<KB> resto_tokyo_cheap_korean_3stars, <R_cuisine> korean <R_address> resto_tokyo_cheap_korean_3stars_address <R_location> tokyo <R_number> six <R_price> cheap <R_rating> 3 
good morning,hello what can i help you with today,836,,
can you book a table at resto_hanoi_moderate_thai_3stars,great let me do the reservation,836,<KB> resto_hanoi_moderate_thai_3stars, <R_cuisine> thai <R_address> resto_hanoi_moderate_thai_3stars_address <R_location> hanoi <R_number> eight <R_price> moderate <R_rating> 3 
good morning,hello what can i help you with today,837,,
can you book a table at resto_tokyo_cheap_vietnamese_3stars,great let me do the reservation,837,<KB> resto_tokyo_cheap_vietnamese_3stars, <R_cuisine> vietnamese <R_address> resto_tokyo_cheap_vietnamese_3stars_address <R_location> tokyo <R_number> six <R_price> cheap <R_rating> 3 
hi,hello what can i help you with today,838,,
can you book a table at resto_seoul_moderate_japanese_7stars,great let me do the reservation,838,<KB> resto_seoul_moderate_japanese_7stars, <R_cuisine> japanese <R_address> resto_seoul_moderate_japanese_7stars_address <R_location> seoul <R_number> eight <R_price> moderate <R_rating> 7 
hello,hello what can i help you with today,839,,
can you make a restaurant reservation at resto_bangkok_moderate_cantonese_2stars,great let me do the reservation,839,<KB> resto_bangkok_moderate_cantonese_2stars, <R_cuisine> cantonese <R_address> resto_bangkok_moderate_cantonese_2stars_address <R_location> bangkok <R_number> six <R_price> moderate <R_rating> 2 
hi,hello what can i help you with today,840,,
can you make a restaurant reservation at resto_bangkok_moderate_japanese_4stars,great let me do the reservation,840,<KB> resto_bangkok_moderate_japanese_4stars, <R_cuisine> japanese <R_address> resto_bangkok_moderate_japanese_4stars_address <R_location> bangkok <R_number> two <R_price> moderate <R_rating> 4 
good morning,hello what can i help you with today,841,,
can you book a table at resto_tokyo_cheap_thai_6stars,great let me do the reservation,841,<KB> resto_tokyo_cheap_thai_6stars, <R_cuisine> thai <R_address> resto_tokyo_cheap_thai_6stars_address <R_location> tokyo <R_number> two <R_price> cheap <R_rating> 6 
hi,hello what can i help you with today,842,,
can you book a table at resto_tokyo_cheap_korean_1stars,great let me do the reservation,842,<KB> resto_tokyo_cheap_korean_1stars, <R_cuisine> korean <R_address> resto_tokyo_cheap_korean_1stars_address <R_location> tokyo <R_number> two <R_price> cheap <R_rating> 1 
hello,hello what can i help you with today,843,,
can you make a restaurant reservation at resto_bangkok_expensive_vietnamese_4stars,great let me do the reservation,843,<KB> resto_bangkok_expensive_vietnamese_4stars, <R_cuisine> vietnamese <R_address> resto_bangkok_expensive_vietnamese_4stars_address <R_location> bangkok <R_number> four <R_price> expensive <R_rating> 4 
hi,hello what can i help you with today,844,,
can you book a table at resto_hanoi_expensive_korean_1stars,great let me do the reservation,844,<KB> resto_hanoi_expensive_korean_1stars, <R_cuisine> korean <R_address> resto_hanoi_expensive_korean_1stars_address <R_location> hanoi <R_number> two <R_price> expensive <R_rating> 1 
hello,hello what can i help you with today,845,,
may i have a table at resto_hanoi_moderate_cantonese_8stars,great let me do the reservation,845,<KB> resto_hanoi_moderate_cantonese_8stars, <R_cuisine> cantonese <R_address> resto_hanoi_moderate_cantonese_8stars_address <R_location> hanoi <R_number> four <R_price> moderate <R_rating> 8 
hi,hello what can i help you with today,846,,
can you book a table at resto_hanoi_expensive_thai_2stars,great let me do the reservation,846,<KB> resto_hanoi_expensive_thai_2stars, <R_cuisine> thai <R_address> resto_hanoi_expensive_thai_2stars_address <R_location> hanoi <R_number> eight <R_price> expensive <R_rating> 2 
good morning,hello what can i help you with today,847,,
can you book a table at resto_seoul_cheap_thai_8stars,great let me do the reservation,847,<KB> resto_seoul_cheap_thai_8stars, <R_cuisine> thai <R_address> resto_seoul_cheap_thai_8stars_address <R_location> seoul <R_number> two <R_price> cheap <R_rating> 8 
hello,hello what can i help you with today,848,,
can you book a table at resto_seoul_cheap_japanese_5stars,great let me do the reservation,848,<KB> resto_seoul_cheap_japanese_5stars, <R_cuisine> japanese <R_address> resto_seoul_cheap_japanese_5stars_address <R_location> seoul <R_number> two <R_price> cheap <R_rating> 5 
hello,hello what can i help you with today,849,,
i'd like to book a table at resto_hanoi_moderate_japanese_2stars,great let me do the reservation,849,<KB> resto_hanoi_moderate_japanese_2stars, <R_cuisine> japanese <R_address> resto_hanoi_moderate_japanese_2stars_address <R_location> hanoi <R_number> four <R_price> moderate <R_rating> 2 
hello,hello what can i help you with today,850,,
i'd like to book a table at resto_seoul_expensive_cantonese_5stars,great let me do the reservation,850,<KB> resto_seoul_expensive_cantonese_5stars, <R_cuisine> cantonese <R_address> resto_seoul_expensive_cantonese_5stars_address <R_location> seoul <R_number> two <R_price> expensive <R_rating> 5 
hello,hello what can i help you with today,851,,
can you make a restaurant reservation at resto_beijing_cheap_cantonese_7stars,great let me do the reservation,851,<KB> resto_beijing_cheap_cantonese_7stars, <R_cuisine> cantonese <R_address> resto_beijing_cheap_cantonese_7stars_address <R_location> beijing <R_number> six <R_price> cheap <R_rating> 7 
hello,hello what can i help you with today,852,,
i'd like to book a table at resto_bangkok_expensive_korean_5stars,great let me do the reservation,852,<KB> resto_bangkok_expensive_korean_5stars, <R_cuisine> korean <R_address> resto_bangkok_expensive_korean_5stars_address <R_location> bangkok <R_number> six <R_price> expensive <R_rating> 5 
good morning,hello what can i help you with today,853,,
can you book a table at resto_bangkok_moderate_cantonese_2stars,great let me do the reservation,853,<KB> resto_bangkok_moderate_cantonese_2stars, <R_cuisine> cantonese <R_address> resto_bangkok_moderate_cantonese_2stars_address <R_location> bangkok <R_number> six <R_price> moderate <R_rating> 2 
hello,hello what can i help you with today,854,,
can you make a restaurant reservation at resto_bangkok_cheap_korean_4stars,great let me do the reservation,854,<KB> resto_bangkok_cheap_korean_4stars, <R_cuisine> korean <R_address> resto_bangkok_cheap_korean_4stars_address <R_location> bangkok <R_number> eight <R_price> cheap <R_rating> 4 
hi,hello what can i help you with today,855,,
can you make a restaurant reservation at resto_hanoi_cheap_vietnamese_8stars,great let me do the reservation,855,<KB> resto_hanoi_cheap_vietnamese_8stars, <R_cuisine> vietnamese <R_address> resto_hanoi_cheap_vietnamese_8stars_address <R_location> hanoi <R_number> four <R_price> cheap <R_rating> 8 
good morning,hello what can i help you with today,856,,
may i have a table at resto_bangkok_moderate_vietnamese_3stars,great let me do the reservation,856,<KB> resto_bangkok_moderate_vietnamese_3stars, <R_cuisine> vietnamese <R_address> resto_bangkok_moderate_vietnamese_3stars_address <R_location> bangkok <R_number> four <R_price> moderate <R_rating> 3 
hi,hello what can i help you with today,857,,
can you make a restaurant reservation at resto_bangkok_expensive_japanese_7stars,great let me do the reservation,857,<KB> resto_bangkok_expensive_japanese_7stars, <R_cuisine> japanese <R_address> resto_bangkok_expensive_japanese_7stars_address <R_location> bangkok <R_number> two <R_price> expensive <R_rating> 7 
good morning,hello what can i help you with today,858,,
can you book a table at resto_hanoi_moderate_cantonese_8stars,great let me do the reservation,858,<KB> resto_hanoi_moderate_cantonese_8stars, <R_cuisine> cantonese <R_address> resto_hanoi_moderate_cantonese_8stars_address <R_location> hanoi <R_number> four <R_price> moderate <R_rating> 8 
hi,hello what can i help you with today,859,,
can you make a restaurant reservation at resto_tokyo_expensive_korean_4stars,great let me do the reservation,859,<KB> resto_tokyo_expensive_korean_4stars, <R_cuisine> korean <R_address> resto_tokyo_expensive_korean_4stars_address <R_location> tokyo <R_number> eight <R_price> expensive <R_rating> 4 
hello,hello what can i help you with today,860,,
can you book a table at resto_seoul_cheap_japanese_4stars,great let me do the reservation,860,<KB> resto_seoul_cheap_japanese_4stars, <R_cuisine> japanese <R_address> resto_seoul_cheap_japanese_4stars_address <R_location> seoul <R_number> eight <R_price> cheap <R_rating> 4 
hi,hello what can i help you with today,861,,
