Call,Response,KB,Count
 may i have a table for four people in a cheap price range,i'm on it,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,980
 <SILENCE>,any preference on a type of cuisine,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,980
 i love spanish food,where should it be,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,980
 paris please,ok let me look into some options for you,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,980
 <SILENCE>,what do you think of this option: resto_paris_cheap_spanish_8stars,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,980
 no this does not work for me,sure let me find an other option for you,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,980
 <SILENCE>,what do you think of this option: resto_paris_cheap_spanish_2stars,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,980
 let's do it,great let me do the reservation,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,980
 hello,hello what can i help you with today,,981
 can you make a restaurant reservation,i'm on it,<KB> resto_bombay_cheap_spanish_7stars resto_bombay_cheap_spanish_8stars ,981
 <SILENCE>,any preference on a type of cuisine,<KB> resto_bombay_cheap_spanish_7stars resto_bombay_cheap_spanish_8stars ,981
 i love spanish food,where should it be,<KB> resto_bombay_cheap_spanish_7stars resto_bombay_cheap_spanish_8stars ,981
 in bombay,how many people would be in your party,<KB> resto_bombay_cheap_spanish_7stars resto_bombay_cheap_spanish_8stars ,981
 we will be six,which price range are looking for,<KB> resto_bombay_cheap_spanish_7stars resto_bombay_cheap_spanish_8stars ,981
 i am looking for a cheap restaurant,ok let me look into some options for you,<KB> resto_bombay_cheap_spanish_7stars resto_bombay_cheap_spanish_8stars ,981
 <SILENCE>,what do you think of this option: resto_bombay_cheap_spanish_8stars,<KB> resto_bombay_cheap_spanish_7stars resto_bombay_cheap_spanish_8stars ,981
 no i don't like that,sure let me find an other option for you,<KB> resto_bombay_cheap_spanish_7stars resto_bombay_cheap_spanish_8stars ,981
 <SILENCE>,what do you think of this option: resto_bombay_cheap_spanish_7stars,<KB> resto_bombay_cheap_spanish_7stars resto_bombay_cheap_spanish_8stars ,981
 no i don't like that,sure let me find an other option for you,<KB> resto_bombay_cheap_spanish_7stars resto_bombay_cheap_spanish_8stars ,981
 <SILENCE>,what do you think of this option: resto_bombay_cheap_spanish_6stars,<KB> resto_bombay_cheap_spanish_7stars resto_bombay_cheap_spanish_8stars ,981
 i love that,great let me do the reservation,<KB> resto_bombay_cheap_spanish_7stars resto_bombay_cheap_spanish_8stars ,981
 hello,hello what can i help you with today,,982
 can you make a restaurant reservation in a expensive price range for six people in bombay,i'm on it,<KB> resto_bombay_expensive_british_5stars resto_bombay_expensive_british_8stars ,982
 <SILENCE>,any preference on a type of cuisine,<KB> resto_bombay_expensive_british_5stars resto_bombay_expensive_british_8stars ,982
 with british cuisine,ok let me look into some options for you,<KB> resto_bombay_expensive_british_5stars resto_bombay_expensive_british_8stars ,982
 <SILENCE>,what do you think of this option: resto_bombay_expensive_british_8stars,<KB> resto_bombay_expensive_british_5stars resto_bombay_expensive_british_8stars ,982
 it's perfect,great let me do the reservation,<KB> resto_bombay_expensive_british_5stars resto_bombay_expensive_british_8stars ,982
 hi,hello what can i help you with today,,983
 i'd like to book a table in a expensive price range,i'm on it,<KB> resto_paris_expensive_italian_1stars resto_paris_expensive_italian_7stars ,983
 <SILENCE>,any preference on a type of cuisine,<KB> resto_paris_expensive_italian_1stars resto_paris_expensive_italian_7stars ,983
 with italian cuisine,where should it be,<KB> resto_paris_expensive_italian_1stars resto_paris_expensive_italian_7stars ,983
 in paris,how many people would be in your party,<KB> resto_paris_expensive_italian_1stars resto_paris_expensive_italian_7stars ,983
 for six people please,ok let me look into some options for you,<KB> resto_paris_expensive_italian_1stars resto_paris_expensive_italian_7stars ,983
 <SILENCE>,what do you think of this option: resto_paris_expensive_italian_7stars,<KB> resto_paris_expensive_italian_1stars resto_paris_expensive_italian_7stars ,983
 i love that,great let me do the reservation,<KB> resto_paris_expensive_italian_1stars resto_paris_expensive_italian_7stars ,983
 good morning,hello what can i help you with today,,984
 can you make a restaurant reservation for four with italian food in london in a expensive price range,i'm on it,<KB> resto_london_expensive_italian_3stars resto_london_expensive_italian_7stars ,984
 <SILENCE>,ok let me look into some options for you,<KB> resto_london_expensive_italian_3stars resto_london_expensive_italian_7stars ,984
 <SILENCE>,what do you think of this option: resto_london_expensive_italian_7stars,<KB> resto_london_expensive_italian_3stars resto_london_expensive_italian_7stars ,984
 no this does not work for me,sure let me find an other option for you,<KB> resto_london_expensive_italian_3stars resto_london_expensive_italian_7stars ,984
 <SILENCE>,what do you think of this option: resto_london_expensive_italian_6stars,<KB> resto_london_expensive_italian_3stars resto_london_expensive_italian_7stars ,984
 do you have something else,sure let me find an other option for you,<KB> resto_london_expensive_italian_3stars resto_london_expensive_italian_7stars ,984
 <SILENCE>,what do you think of this option: resto_london_expensive_italian_3stars,<KB> resto_london_expensive_italian_3stars resto_london_expensive_italian_7stars ,984
 it's perfect,great let me do the reservation,<KB> resto_london_expensive_italian_3stars resto_london_expensive_italian_7stars ,984
 hello,hello what can i help you with today,,985
 can you book a table with french cuisine for two people in bombay,i'm on it,<KB> resto_bombay_moderate_french_1stars resto_bombay_moderate_french_7stars ,985
 <SILENCE>,which price range are looking for,<KB> resto_bombay_moderate_french_1stars resto_bombay_moderate_french_7stars ,985
 i am looking for a moderate restaurant,ok let me look into some options for you,<KB> resto_bombay_moderate_french_1stars resto_bombay_moderate_french_7stars ,985
 <SILENCE>,what do you think of this option: resto_bombay_moderate_french_8stars,<KB> resto_bombay_moderate_french_1stars resto_bombay_moderate_french_7stars ,985
 no this does not work for me,sure let me find an other option for you,<KB> resto_bombay_moderate_french_1stars resto_bombay_moderate_french_7stars ,985
 <SILENCE>,what do you think of this option: resto_bombay_moderate_french_7stars,<KB> resto_bombay_moderate_french_1stars resto_bombay_moderate_french_7stars ,985
 let's do it,great let me do the reservation,<KB> resto_bombay_moderate_french_1stars resto_bombay_moderate_french_7stars ,985
 good morning,hello what can i help you with today,,986
 can you make a restaurant reservation with spanish cuisine in london in a cheap price range,i'm on it,<KB> resto_london_cheap_spanish_4stars resto_london_cheap_spanish_7stars ,986
 <SILENCE>,how many people would be in your party,<KB> resto_london_cheap_spanish_4stars resto_london_cheap_spanish_7stars ,986
 we will be eight,ok let me look into some options for you,<KB> resto_london_cheap_spanish_4stars resto_london_cheap_spanish_7stars ,986
 <SILENCE>,what do you think of this option: resto_london_cheap_spanish_8stars,<KB> resto_london_cheap_spanish_4stars resto_london_cheap_spanish_7stars ,986
 no this does not work for me,sure let me find an other option for you,<KB> resto_london_cheap_spanish_4stars resto_london_cheap_spanish_7stars ,986
 <SILENCE>,what do you think of this option: resto_london_cheap_spanish_7stars,<KB> resto_london_cheap_spanish_4stars resto_london_cheap_spanish_7stars ,986
 no this does not work for me,sure let me find an other option for you,<KB> resto_london_cheap_spanish_4stars resto_london_cheap_spanish_7stars ,986
 <SILENCE>,what do you think of this option: resto_london_cheap_spanish_4stars,<KB> resto_london_cheap_spanish_4stars resto_london_cheap_spanish_7stars ,986
 that looks great,great let me do the reservation,<KB> resto_london_cheap_spanish_4stars resto_london_cheap_spanish_7stars ,986
 hi,hello what can i help you with today,,987
 can you book a table with indian food in a cheap price range in paris,i'm on it,<KB> resto_paris_cheap_indian_3stars resto_paris_cheap_indian_7stars ,987
 <SILENCE>,how many people would be in your party,<KB> resto_paris_cheap_indian_3stars resto_paris_cheap_indian_7stars ,987
 for four please,ok let me look into some options for you,<KB> resto_paris_cheap_indian_3stars resto_paris_cheap_indian_7stars ,987
 <SILENCE>,what do you think of this option: resto_paris_cheap_indian_7stars,<KB> resto_paris_cheap_indian_3stars resto_paris_cheap_indian_7stars ,987
 no i don't like that,sure let me find an other option for you,<KB> resto_paris_cheap_indian_3stars resto_paris_cheap_indian_7stars ,987
 <SILENCE>,what do you think of this option: resto_paris_cheap_indian_6stars,<KB> resto_paris_cheap_indian_3stars resto_paris_cheap_indian_7stars ,987
 do you have something else,sure let me find an other option for you,<KB> resto_paris_cheap_indian_3stars resto_paris_cheap_indian_7stars ,987
 <SILENCE>,what do you think of this option: resto_paris_cheap_indian_3stars,<KB> resto_paris_cheap_indian_3stars resto_paris_cheap_indian_7stars ,987
 i love that,great let me do the reservation,<KB> resto_paris_cheap_indian_3stars resto_paris_cheap_indian_7stars ,987
 hello,hello what can i help you with today,,988
 can you make a restaurant reservation,i'm on it,<KB> resto_rome_moderate_french_6stars resto_rome_moderate_french_7stars ,988
 <SILENCE>,any preference on a type of cuisine,<KB> resto_rome_moderate_french_6stars resto_rome_moderate_french_7stars ,988
 with french cuisine,where should it be,<KB> resto_rome_moderate_french_6stars resto_rome_moderate_french_7stars ,988
 in rome,how many people would be in your party,<KB> resto_rome_moderate_french_6stars resto_rome_moderate_french_7stars ,988
 we will be four,which price range are looking for,<KB> resto_rome_moderate_french_6stars resto_rome_moderate_french_7stars ,988
 i am looking for a moderate restaurant,ok let me look into some options for you,<KB> resto_rome_moderate_french_6stars resto_rome_moderate_french_7stars ,988
 <SILENCE>,what do you think of this option: resto_rome_moderate_french_7stars,<KB> resto_rome_moderate_french_6stars resto_rome_moderate_french_7stars ,988
 i love that,great let me do the reservation,<KB> resto_rome_moderate_french_6stars resto_rome_moderate_french_7stars ,988
 hi,hello what can i help you with today,,989
 can you make a restaurant reservation in a cheap price range in bombay,i'm on it,<KB> resto_bombay_cheap_indian_5stars resto_bombay_cheap_indian_8stars ,989
 <SILENCE>,any preference on a type of cuisine,<KB> resto_bombay_cheap_indian_5stars resto_bombay_cheap_indian_8stars ,989
 with indian cuisine,how many people would be in your party,<KB> resto_bombay_cheap_indian_5stars resto_bombay_cheap_indian_8stars ,989
 for four please,ok let me look into some options for you,<KB> resto_bombay_cheap_indian_5stars resto_bombay_cheap_indian_8stars ,989
 <SILENCE>,what do you think of this option: resto_bombay_cheap_indian_8stars,<KB> resto_bombay_cheap_indian_5stars resto_bombay_cheap_indian_8stars ,989
 let's do it,great let me do the reservation,<KB> resto_bombay_cheap_indian_5stars resto_bombay_cheap_indian_8stars ,989
 good morning,hello what can i help you with today,,990
 can you make a restaurant reservation,i'm on it,<KB> resto_london_moderate_french_2stars resto_london_moderate_french_8stars ,990
 <SILENCE>,any preference on a type of cuisine,<KB> resto_london_moderate_french_2stars resto_london_moderate_french_8stars ,990
 i love french food,where should it be,<KB> resto_london_moderate_french_2stars resto_london_moderate_french_8stars ,990
 london please,how many people would be in your party,<KB> resto_london_moderate_french_2stars resto_london_moderate_french_8stars ,990
 for two please,which price range are looking for,<KB> resto_london_moderate_french_2stars resto_london_moderate_french_8stars ,990
 in a moderate price range please,ok let me look into some options for you,<KB> resto_london_moderate_french_2stars resto_london_moderate_french_8stars ,990
