,source_text,target_text,pred_text
4928,<context> <user> may i have a table in a expensive price range in tokyo with thai food <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> we will be four <system> ok let me look into some options for you <query> <SILENCE>,api_call thai tokyo four expensive,api_call thai tokyo four expensive
4929,<query> can you make a restaurant reservation,i'm on it,i'm on it
4930,<context> <user> can you make a restaurant reservation <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,where should it be
4931,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with cantonese food,where should it be,where should it be
4932,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with cantonese food <system> where should it be <query> tokyo please,how many people would be in your party,how many people would be in your party
4933,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with cantonese food <system> where should it be <user> tokyo please <system> how many people would be in your party <query> for eight please,which price range are looking for,which price range are looking for
4934,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with cantonese food <system> where should it be <user> tokyo please <system> how many people would be in your party <user> for eight please <system> which price range are looking for <query> i am looking for a cheap restaurant,ok let me look into some options for you,ok let me look into some options for you
4935,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with cantonese food <system> where should it be <user> tokyo please <system> how many people would be in your party <user> for eight please <system> which price range are looking for <user> i am looking for a cheap restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese tokyo eight cheap,api_call cantonese tokyo eight cheap
4936,<query> can you book a table,i'm on it,i'm on it
4937,<context> <user> can you book a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
4938,<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with japanese food,where should it be,where should it be
4939,<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with japanese food <system> where should it be <query> beijing please,how many people would be in your party,how many people would be in your party
4940,<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with japanese food <system> where should it be <user> beijing please <system> how many people would be in your party <query> we will be eight,which price range are looking for,which price range are looking for
4941,<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with japanese food <system> where should it be <user> beijing please <system> how many people would be in your party <user> we will be eight <system> which price range are looking for <query> in a expensive price range please,ok let me look into some options for you,ok let me look into some options for you
4942,<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with japanese food <system> where should it be <user> beijing please <system> how many people would be in your party <user> we will be eight <system> which price range are looking for <user> in a expensive price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call japanese beijing eight expensive,api_call japan eight expensive
